Reference, Value, Footprint, Datasheet, Mfr., Mfr. Part No., Series
"U2","STM32G031JxM","Package_SO:SO-8_5.3x6.2mm_P1.27mm","https://docs.rs-online.com/1fba/A700000006432306.pdf","STMicroelectronics","STM32G031J8M",""
"J3","Conn_02x05_Odd_Even","Connector_PinHeader_1.27mm:PinHeader_2x05_P1.27mm_Vertical_SMD","https://docs.rs-online.com/75e3/0900766b8142184e.pdf","Amphenol","20021121-00010C4LF","Minitek127"
"C4","4.7uF","Capacitor_SMD:C_0402_1005Metric_Pad0.74x0.62mm_HandSolder","~"
"C3","100nF","Capacitor_SMD:C_0402_1005Metric_Pad0.74x0.62mm_HandSolder","~"
"U1","SE8233X2","Package_TO_SOT_SMD:SOT-23","https://datasheet.lcsc.com/szlcsc/1912111437_Seaward-Elec-SE8233X2_C437587.pdf","Seaward Electronics","SE8233X2",""
"C1","1uF 50V","Capacitor_SMD:C_0402_1005Metric_Pad0.74x0.62mm_HandSolder","~"
"C2","1uF","Capacitor_SMD:C_0402_1005Metric_Pad0.74x0.62mm_HandSolder","~"
"J4","Conn_01x04","Connector_PinHeader_2.54mm:PinHeader_1x04_P2.54mm_Vertical","~"
"SW1","SPST","Button_Switch_SMD:Panasonic_EVQPUK_EVQPUB","https://docs.rs-online.com/1f27/0900766b80c05f72.pdf","Panasonic"," EVQPUK02K",""
"C5","100nF","Capacitor_SMD:C_0402_1005Metric_Pad0.74x0.62mm_HandSolder","~"
"J1","Conn_01x05","Connector_PinHeader_2.54mm:PinHeader_1x05_P2.54mm_Vertical","~"
